market,arrival_date,arrivals_tonnes,variety,minimum_price,maximum_price,modal_price
Shimoga,4/8/2016,7.0,Tomato,600,800,700
Shimoga,5/8/2016,8.0,Tomato,300,500,400
Shimoga,8/8/2016,8.0,Tomato,400,600,500
Shimoga,9/8/2016,8.0,Tomato,300,500,400
Shimoga,10/8/2016,8.0,Tomato,300,500,400
Shimoga,11/8/2016,8.0,Tomato,300,500,400
Shimoga,12/8/2016,8.0,Tomato,200,400,300
Shimoga,16/08/2016,9.0,Tomato,300,500,400
Shimoga,17/08/2016,6.0,Tomato,300,500,400
Shimoga,18/08/2016,8.0,Tomato,300,500,400
Shimoga,19/08/2016,8.0,Tomato,300,500,400
Shimoga,22/08/2016,8.0,Tomato,300,500,400
Shimoga,23/08/2016,6.0,Tomato,600,800,700
Shimoga,24/08/2016,6.0,Tomato,300,500,400
Shimoga,25/08/2016,6.0,Tomato,300,500,400
Shimoga,26/08/2016,8.0,Tomato,300,500,400
Shimoga,30/08/2016,6.0,Tomato,300,500,400
Shimoga,31/08/2016,6.0,Tomato,300,500,400
Somvarpet,3/8/2016,1.0,Hybrid,1000,1000,1000
Srinivasapur,1/8/2016,28.0,Tomato,265,865,565
Srinivasapur,2/8/2016,27.0,Tomato,335,1000,665
Srinivasapur,3/8/2016,27.0,Tomato,335,1200,765
Srinivasapur,4/8/2016,30.0,Tomato,335,1135,735
Srinivasapur,5/8/2016,31.0,Tomato,300,1000,650
Srinivasapur,6/8/2016,31.0,Tomato,265,1000,635
Srinivasapur,7/8/2016,32.0,Tomato,265,865,565
Srinivasapur,8/8/2016,32.0,Tomato,265,865,565
Srinivasapur,9/8/2016,34.0,Tomato,265,665,465
Srinivasapur,10/8/2016,33.0,Tomato,200,600,400
Srinivasapur,11/8/2016,31.0,Tomato,200,465,335
Srinivasapur,12/8/2016,32.0,Tomato,200,535,365
Srinivasapur,13/08/2016,35.0,Tomato,200,600,400
Srinivasapur,14/08/2016,34.0,Tomato,200,600,400
Srinivasapur,15/08/2016,33.0,Tomato,200,665,535
Srinivasapur,16/08/2016,32.0,Tomato,200,535,365
Srinivasapur,17/08/2016,35.0,Tomato,200,600,400
Srinivasapur,18/08/2016,34.0,Tomato,200,535,365
Srinivasapur,19/08/2016,35.0,Tomato,200,565,385
Srinivasapur,20/08/2016,36.0,Tomato,200,500,350
Srinivasapur,21/08/2016,34.0,Tomato,200,600,400
Srinivasapur,22/08/2016,35.0,Tomato,200,670,435
Srinivasapur,23/08/2016,36.0,Tomato,235,670,455
Srinivasapur,24/08/2016,36.0,Tomato,235,770,500
Srinivasapur,25/08/2016,35.0,Tomato,200,670,435
Srinivasapur,26/08/2016,36.0,Tomato,200,600,400
Srinivasapur,27/08/2016,35.0,Tomato,200,535,370
Srinivasapur,28/08/2016,36.0,Tomato,200,600,400
Srinivasapur,29/08/2016,36.0,Tomato,200,565,385
Srinivasapur,30/08/2016,36.0,Tomato,240,600,420
Srinivasapur,31/08/2016,35.0,Tomato,220,600,410
Udupi,3/8/2016,3.0,Tomato,1100,1300,1200
Udupi,10/8/2016,3.0,Tomato,900,1100,1000
Udupi,17/08/2016,4.0,Tomato,600,800,700
Udupi,24/08/2016,6.0,Tomato,500,700,600
Udupi,31/08/2016,9.0,Tomato,500,700,600
Bagepalli,1/9/2016,85.0,Tomato,280,570,350
Bagepalli,2/9/2016,35.0,Tomato,280,680,480
Bagepalli,3/9/2016,68.0,Tomato,260,620,460
Bagepalli,6/9/2016,54.0,Tomato,400,1650,1050
Bagepalli,7/9/2016,44.0,Tomato,350,980,760
Bagepalli,8/9/2016,49.0,Tomato,300,620,480
Bagepalli,10/9/2016,54.0,Tomato,350,1210,650
Bagepalli,12/9/2016,46.0,Tomato,340,1060,680
Bagepalli,14/09/2016,56.0,Tomato,320,840,510
Bagepalli,15/09/2016,38.0,Tomato,380,1020,690
Bagepalli,17/09/2016,45.0,Tomato,400,1210,710
Bagepalli,19/09/2016,34.0,Tomato,340,1060,650
Bagepalli,20/09/2016,36.0,Tomato,320,1030,640
Bagepalli,21/09/2016,29.0,Tomato,340,980,640
Bagepalli,22/09/2016,21.0,Tomato,360,910,580
Bagepalli,24/09/2016,31.0,Tomato,380,1040,720
Bagepalli,26/09/2016,21.0,Tomato,400,1200,840
Bagepalli,27/09/2016,24.0,Tomato,390,1150,810
Bagepalli,28/09/2016,20.0,Tomato,400,1150,820
Bagepalli,29/09/2016,26.0,Tomato,420,1140,810
Bangarpet,1/9/2016,1.0,Tomato,250,1000,700
Bangarpet,3/9/2016,1.0,Tomato,300,1000,700
Bangarpet,5/9/2016,1.0,Tomato,300,1500,1000
Bangarpet,6/9/2016,1.0,Tomato,300,1200,1000
Bangarpet,7/9/2016,1.0,Tomato,300,1250,1100
Bangarpet,12/9/2016,1.0,Tomato,300,1100,800
Bangarpet,13/09/2016,1.0,Tomato,320,1200,900
Bangarpet,17/09/2016,1.0,Tomato,350,1400,1200
Bangarpet,19/09/2016,1.0,Tomato,300,1200,1000
Bangarpet,21/09/2016,1.0,Tomato,300,1200,900
Bangarpet,24/09/2016,2.0,Tomato,300,1300,1000
Bangarpet,26/09/2016,1.0,Tomato,300,1200,1000
Bangarpet,28/09/2016,1.0,Tomato,250,1000,900
Bangarpet,30/09/2016,1.0,Tomato,300,1200,1000
"Binny Mill (F&V), Bangalore",1/9/2016,69.0,Tomato,250,350,300
"Binny Mill (F&V), Bangalore",2/9/2016,25.0,Tomato,250,350,300
"Binny Mill (F&V), Bangalore",3/9/2016,58.0,Tomato,300,400,350
"Binny Mill (F&V), Bangalore",6/9/2016,50.0,Tomato,400,600,500
"Binny Mill (F&V), Bangalore",7/9/2016,50.0,Tomato,500,700,600
"Binny Mill (F&V), Bangalore",8/9/2016,25.0,Tomato,400,600,500
"Binny Mill (F&V), Bangalore",12/9/2016,48.0,Tomato,400,600,500
"Binny Mill (F&V), Bangalore",14/09/2016,32.0,Tomato,1000,1200,1100
"Binny Mill (F&V), Bangalore",15/09/2016,51.0,Tomato,1000,1400,1200
"Binny Mill (F&V), Bangalore",16/09/2016,46.0,Tomato,600,800,700
"Binny Mill (F&V), Bangalore",17/09/2016,51.0,Tomato,400,500,450
"Binny Mill (F&V), Bangalore",19/09/2016,46.0,Tomato,500,800,700
"Binny Mill (F&V), Bangalore",20/09/2016,50.0,Tomato,500,800,650
"Binny Mill (F&V), Bangalore",21/09/2016,47.0,Tomato,600,800,700
"Binny Mill (F&V), Bangalore",22/09/2016,58.0,Tomato,800,1000,900
"Binny Mill (F&V), Bangalore",23/09/2016,47.0,Tomato,700,1000,800
"Binny Mill (F&V), Bangalore",24/09/2016,47.0,Tomato,700,800,750
"Binny Mill (F&V), Bangalore",26/09/2016,49.0,Tomato,700,1000,800
"Binny Mill (F&V), Bangalore",27/09/2016,50.0,Tomato,800,1000,900
"Binny Mill (F&V), Bangalore",28/09/2016,47.0,Tomato,700,900,800
"Binny Mill (F&V), Bangalore",29/09/2016,46.0,Tomato,1000,1400,1200
Channapatana,1/9/2016,3.0,Tomato,300,400,350
Channapatana,2/9/2016,2.0,Tomato,300,500,400
Channapatana,3/9/2016,3.0,Tomato,400,600,500
Channapatana,5/9/2016,2.0,Tomato,500,600,550
Channapatana,6/9/2016,2.0,Tomato,500,800,650
Channapatana,7/9/2016,1.0,Tomato,600,900,750
Channapatana,8/9/2016,2.0,Tomato,400,600,500
Channapatana,10/9/2016,3.0,Tomato,300,500,400
Channapatana,12/9/2016,2.0,Tomato,1000,1400,1200
Channapatana,14/09/2016,1.0,Tomato,600,800,700
Channapatana,15/09/2016,2.0,Tomato,400,600,500
Channapatana,16/09/2016,2.0,Tomato,500,700,600
Channapatana,17/09/2016,3.0,Tomato,600,800,700
Channapatana,19/09/2016,2.0,Tomato,600,800,700
Channapatana,20/09/2016,1.0,Tomato,1000,1400,1200
Channapatana,21/09/2016,2.0,Tomato,1000,1500,1250
Channapatana,22/09/2016,1.0,Tomato,1200,1400,1300
Channapatana,23/09/2016,2.0,Tomato,1400,1600,1500
Channapatana,24/09/2016,1.0,Tomato,1400,1600,1500
Channapatana,26/09/2016,1.0,Tomato,1500,1800,1650
Channapatana,27/09/2016,1.0,Tomato,1800,2200,2000
Channapatana,28/09/2016,1.0,Tomato,2000,2500,2250
Channapatana,29/09/2016,1.0,Tomato,2000,2400,2200
Channapatana,30/09/2016,1.0,Tomato,1800,2000,1900
Channarayapatna,1/9/2016,10.0,Tomato,200,200,200
Channarayapatna,3/9/2016,8.0,Tomato,200,200,200
Channarayapatna,4/9/2016,10.0,Tomato,200,200,200
Channarayapatna,7/9/2016,8.0,Tomato,200,200,200
Channarayapatna,8/9/2016,8.0,Tomato,200,200,200
Channarayapatna,9/9/2016,8.0,Tomato,200,200,200
Channarayapatna,10/9/2016,30.0,Tomato,70,100,70
Channarayapatna,12/9/2016,10.0,Tomato,200,200,200
Channarayapatna,14/09/2016,10.0,Tomato,250,250,250
Channarayapatna,15/09/2016,10.0,Tomato,250,250,250
Channarayapatna,16/09/2016,18.0,Tomato,100,200,100
Channarayapatna,17/09/2016,10.0,Tomato,100,100,100
Channarayapatna,19/09/2016,10.0,Tomato,250,250,250
Channarayapatna,20/09/2016,15.0,Tomato,200,200,200
Channarayapatna,21/09/2016,30.0,Tomato,100,100,100
Channarayapatna,23/09/2016,15.0,Tomato,200,200,200
Channarayapatna,24/09/2016,3.0,Tomato,800,800,800
Channarayapatna,28/09/2016,60.0,Tomato,100,100,100
Chickkaballapura,2/9/2016,47.0,Tomato,250,700,500
Chickkaballapura,3/9/2016,40.0,Tomato,250,750,550
Chickkaballapura,4/9/2016,46.0,Tomato,300,750,500
Chickkaballapura,5/9/2016,27.0,Tomato,300,760,550
Chickkaballapura,6/9/2016,21.0,Tomato,300,750,550
Chickkaballapura,7/9/2016,68.0,Tomato,300,1000,700
Chickkaballapura,9/9/2016,59.0,Tomato,300,1050,750
Chickkaballapura,10/9/2016,50.0,Tomato,300,1000,700
Chickkaballapura,11/9/2016,62.0,Tomato,300,950,700
Chickkaballapura,12/9/2016,53.0,Tomato,300,1000,700
Chickkaballapura,13/09/2016,61.0,Tomato,300,1000,720
Chickkaballapura,14/09/2016,44.0,Tomato,300,1000,700
Chickkaballapura,16/09/2016,50.0,Tomato,300,1050,750
Chickkaballapura,17/09/2016,54.0,Tomato,300,1000,700
Chickkaballapura,18/09/2016,55.0,Tomato,300,1100,800
Chickkaballapura,20/09/2016,43.0,Tomato,300,1100,800
Chickkaballapura,23/09/2016,44.0,Tomato,300,1000,700
Chickkaballapura,24/09/2016,63.0,Tomato,300,1000,700
Chickkaballapura,25/09/2016,52.0,Tomato,300,1100,700
Chickkaballapura,26/09/2016,54.0,Tomato,300,1150,800
Chickkaballapura,27/09/2016,54.0,Tomato,300,1300,900
Chickkaballapura,28/09/2016,47.0,Tomato,300,1200,800
Chickkaballapura,30/09/2016,49.0,Tomato,300,1300,900
Chikkamagalore,29/09/2016,136.0,Tomato,389,789,589
Chintamani,8/9/2016,30.0,Tomato,466,1466,1200
Davangere,1/9/2016,25.0,Tomato,100,150,125
Davangere,3/9/2016,27.0,Tomato,400,600,500
Davangere,6/9/2016,25.0,Tomato,100,200,150
Davangere,7/9/2016,26.0,Tomato,200,300,250
Davangere,8/9/2016,12.0,Tomato,600,800,700
Davangere,14/09/2016,27.0,Tomato,100,400,250
Davangere,16/09/2016,28.0,Tomato,150,200,175
Davangere,17/09/2016,20.0,Tomato,150,200,175
Davangere,20/09/2016,60.0,Tomato,450,600,525
Davangere,21/09/2016,22.0,Tomato,300,400,350
Davangere,22/09/2016,22.0,Tomato,400,500,450
Davangere,23/09/2016,24.0,Tomato,250,300,275
Davangere,24/09/2016,20.0,Tomato,250,300,275
Davangere,27/09/2016,21.0,Tomato,300,400,350
Davangere,28/09/2016,20.0,Tomato,300,400,350
Davangere,29/09/2016,15.0,Tomato,700,800,750
Doddaballa Pur,1/9/2016,2.0,Tomato,400,600,500
Doddaballa Pur,2/9/2016,2.0,Tomato,400,800,600
Doddaballa Pur,3/9/2016,2.0,Tomato,500,800,600
Doddaballa Pur,6/9/2016,2.0,Tomato,400,600,500
Doddaballa Pur,7/9/2016,2.0,Tomato,400,600,500
Doddaballa Pur,8/9/2016,2.0,Tomato,400,600,500
Doddaballa Pur,12/9/2016,2.0,Tomato,400,600,500
Doddaballa Pur,14/09/2016,2.0,Tomato,400,600,500
Doddaballa Pur,15/09/2016,2.0,Tomato,400,600,500
Doddaballa Pur,16/09/2016,2.0,Tomato,400,600,500
Doddaballa Pur,17/09/2016,2.0,Tomato,400,600,500
Doddaballa Pur,19/09/2016,2.0,Tomato,400,600,500
Doddaballa Pur,20/09/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,21/09/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,22/09/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,23/09/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,24/09/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,26/09/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,27/09/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,28/09/2016,2.0,Tomato,600,1000,800
Doddaballa Pur,29/09/2016,1.0,Tomato,600,1000,800
Gowribidanoor,1/9/2016,11.0,Tomato,500,600,550
Gowribidanoor,17/09/2016,10.0,Tomato,500,650,600
Gowribidanoor,22/09/2016,10.0,Tomato,700,850,800
Gowribidanoor,29/09/2016,11.0,Tomato,600,700,650
Gundlupet,1/9/2016,31.0,Tomato,300,300,300
Gundlupet,2/9/2016,26.0,Tomato,300,420,300
Gundlupet,6/9/2016,25.0,Tomato,400,400,400
Gundlupet,8/9/2016,21.0,Tomato,400,600,400
Gundlupet,9/9/2016,10.0,Tomato,471,471,471
Gundlupet,12/9/2016,22.0,Tomato,400,500,400
Gundlupet,15/09/2016,20.0,Tomato,500,500,500
Gundlupet,16/09/2016,25.0,Tomato,300,350,300
Gundlupet,17/09/2016,25.0,Tomato,350,400,350
Gundlupet,19/09/2016,13.0,Tomato,350,350,350
Gundlupet,20/09/2016,8.0,Tomato,700,700,700
Gundlupet,26/09/2016,6.0,Tomato,800,800,800
Gundlupet,29/09/2016,6.0,Tomato,800,800,800
Hassan,1/9/2016,68.0,Tomato,230,508,400
Hassan,6/9/2016,4.0,Tomato,643,643,643
Hassan,8/9/2016,37.0,Tomato,235,580,255
Hassan,15/09/2016,83.0,Tomato,318,667,369
Hassan,23/09/2016,36.0,Tomato,250,380,380
Hassan,29/09/2016,31.0,Tomato,484,578,575
Holalkere,20/09/2016,10.0,Tomato,1000,1000,1000
Hospet,6/9/2016,16.0,Tomato,300,500,400
Hospet,7/9/2016,15.0,Tomato,250,450,300
Hospet,12/9/2016,16.0,Tomato,300,450,300
Hospet,14/09/2016,17.0,Tomato,250,500,400
Hospet,19/09/2016,14.0,Tomato,300,450,400
Hospet,21/09/2016,16.0,Tomato,200,500,400
Hospet,26/09/2016,16.0,Tomato,400,400,400
Hospet,28/09/2016,14.0,Tomato,300,600,400
K.R.Nagar,7/9/2016,1.0,Tomato,1000,1000,1000
K.R.Nagar,8/9/2016,10.0,Tomato,800,800,800
K.R.Nagar,9/9/2016,1.0,Tomato,1000,1000,1000
K.R.Nagar,12/9/2016,1.0,Tomato,1000,1000,1000
K.R.Nagar,14/09/2016,4.0,Tomato,500,500,500
K.R.Nagar,16/09/2016,2.0,Tomato,550,550,550
K.R.Nagar,19/09/2016,5.0,Tomato,800,800,800
K.R.Nagar,23/09/2016,2.0,Tomato,1000,1000,1000
K.R.Nagar,24/09/2016,1.0,Tomato,1000,1000,1000
K.R.Nagar,26/09/2016,3.0,Tomato,500,1000,666
K.R.Nagar,27/09/2016,1.0,Tomato,1000,1000,1000
K.R.Nagar,28/09/2016,1.0,Tomato,1000,1000,1000
K.R.Nagar,29/09/2016,1.0,Tomato,1000,1000,1000
Malur,1/9/2016,36.0,Tomato,300,1000,500
Malur,2/9/2016,18.0,Tomato,300,1000,500
Malur,3/9/2016,18.0,Tomato,300,1000,500
Malur,6/9/2016,49.0,Tomato,300,900,551
Malur,7/9/2016,15.0,Tomato,400,1200,600
Malur,8/9/2016,68.0,Tomato,300,1300,500
Malur,9/9/2016,90.0,Tomato,300,1500,860
Malur,12/9/2016,50.0,Tomato,300,1400,540
Malur,16/09/2016,58.0,Tomato,400,1300,500
Malur,19/09/2016,16.0,Tomato,300,1500,560
Malur,20/09/2016,18.0,Tomato,300,1600,500
Malur,21/09/2016,14.0,Tomato,300,1500,571
Malur,22/09/2016,44.0,Tomato,400,1200,590
Malur,23/09/2016,29.0,Tomato,300,1200,526
Malur,24/09/2016,31.0,Tomato,300,1300,548
Malur,28/09/2016,16.0,Tomato,300,1300,562
Malur,29/09/2016,146.0,Tomato,300,1300,1000
Mulabagilu,1/9/2016,81.0,Tomato,465,1335,865
Mulabagilu,2/9/2016,88.0,Tomato,335,1135,735
Mulabagilu,3/9/2016,113.0,Tomato,265,800,535
Mulabagilu,4/9/2016,87.0,Tomato,265,1065,665
Mulabagilu,5/9/2016,86.0,Tomato,265,1000,635
Mulabagilu,6/9/2016,42.0,Tomato,335,1335,835
Mulabagilu,7/9/2016,38.0,Tomato,335,1335,800
Mulabagilu,8/9/2016,44.0,Tomato,335,1265,800
Mulabagilu,9/9/2016,64.0,Tomato,265,865,565
Mulabagilu,10/9/2016,85.0,Tomato,335,1000,665
Mulabagilu,11/9/2016,53.0,Tomato,335,1335,835
Mulabagilu,12/9/2016,28.0,Tomato,335,1465,900
Mulabagilu,13/09/2016,32.0,Tomato,335,1535,935
Mulabagilu,14/09/2016,42.0,Tomato,335,1465,900
Mulabagilu,15/09/2016,49.0,Tomato,200,865,535
Mulabagilu,16/09/2016,32.0,Tomato,335,1000,665
Mulabagilu,17/09/2016,67.0,Tomato,335,1000,665
Mulabagilu,18/09/2016,49.0,Tomato,335,1335,835
Mulabagilu,19/09/2016,40.0,Tomato,335,1335,800
Mulabagilu,20/09/2016,54.0,Tomato,335,1335,835
Mulabagilu,21/09/2016,45.0,Tomato,335,1465,900
Mulabagilu,22/09/2016,34.0,Tomato,335,1535,935
Mulabagilu,23/09/2016,38.0,Tomato,335,1135,735
Mulabagilu,24/09/2016,27.0,Tomato,500,1665,1065
Mulabagilu,25/09/2016,38.0,Tomato,335,1335,835
Mulabagilu,26/09/2016,39.0,Tomato,335,1265,800
Mulabagilu,27/09/2016,40.0,Tomato,335,1135,735
Mulabagilu,28/09/2016,30.0,Tomato,335,1335,835
Mulabagilu,29/09/2016,29.0,Tomato,335,1535,935
Mulabagilu,30/09/2016,19.0,Tomato,500,2200,1335
Nagamangala,1/9/2016,58.0,Tomato,230,300,250
Nagamangala,2/9/2016,54.0,Tomato,300,500,300
Nagamangala,3/9/2016,13.0,Tomato,280,300,280
Nagamangala,4/9/2016,39.0,Tomato,280,300,290
Nagamangala,5/9/2016,23.0,Tomato,300,333,333
Nagamangala,6/9/2016,57.0,Tomato,300,500,300
Nagamangala,7/9/2016,45.0,Tomato,250,300,280
Nagamangala,8/9/2016,58.0,Tomato,250,300,250
Nagamangala,10/9/2016,63.0,Tomato,250,3000,280
Nagamangala,11/9/2016,50.0,Tomato,250,300,250
Nagamangala,12/9/2016,34.0,Tomato,250,300,250
Nagamangala,13/09/2016,15.0,Tomato,250,300,275
Nagamangala,14/09/2016,44.0,Tomato,250,300,250
Nagamangala,15/09/2016,32.0,Tomato,250,250,250
Nagamangala,16/09/2016,31.0,Tomato,250,300,280
Nagamangala,17/09/2016,67.0,Tomato,250,300,250
Nagamangala,18/09/2016,32.0,Tomato,250,250,250
Nagamangala,19/09/2016,38.0,Tomato,250,330,300
Nagamangala,20/09/2016,20.0,Tomato,300,300,300
Nagamangala,21/09/2016,27.0,Tomato,250,300,250
Nagamangala,22/09/2016,24.0,Tomato,250,300,260
Nagamangala,23/09/2016,34.0,Tomato,250,300,250
Nagamangala,24/09/2016,31.0,Tomato,250,300,300
Nagamangala,25/09/2016,25.0,Tomato,250,380,300
Nagamangala,26/09/2016,14.0,Tomato,312,333,312
Nagamangala,27/09/2016,13.0,Tomato,250,300,300
Nagamangala,28/09/2016,29.0,Tomato,250,350,300
Ramanagara,1/9/2016,12.0,Tomato,200,400,300
Ramanagara,2/9/2016,9.0,Tomato,200,400,300
Ramanagara,3/9/2016,11.0,Tomato,400,600,500
Ramanagara,6/9/2016,8.0,Tomato,400,600,500
Ramanagara,7/9/2016,11.0,Tomato,500,800,650
Ramanagara,8/9/2016,11.0,Tomato,400,700,550
Ramanagara,10/9/2016,12.0,Tomato,500,700,600
Ramanagara,12/9/2016,7.0,Tomato,1000,1300,1150
Ramanagara,13/09/2016,11.0,Tomato,500,700,600
Ramanagara,14/09/2016,4.0,Tomato,600,1000,800
Ramanagara,15/09/2016,9.0,Tomato,600,1000,800
Ramanagara,16/09/2016,11.0,Tomato,600,800,700
Ramanagara,17/09/2016,8.0,Tomato,500,800,650
Ramanagara,19/09/2016,7.0,Tomato,700,1000,850
Ramanagara,20/09/2016,7.0,Tomato,800,1100,950
Ramanagara,21/09/2016,7.0,Tomato,700,1100,900
Ramanagara,22/09/2016,7.0,Tomato,700,1100,900
Ramanagara,23/09/2016,13.0,Tomato,600,900,750
Ramanagara,24/09/2016,4.0,Tomato,1000,1400,1200
Ramanagara,26/09/2016,7.0,Tomato,1000,1200,1100
Ramanagara,27/09/2016,6.0,Tomato,1000,1400,1200
Ramanagara,28/09/2016,10.0,Tomato,1000,1400,1200
Ramanagara,29/09/2016,6.0,Tomato,1000,1500,1250
Ramanagara,30/09/2016,4.0,Tomato,1000,1500,1250
Shimoga,1/9/2016,7.0,Tomato,300,500,400
Shimoga,2/9/2016,7.0,Tomato,400,600,500
Shimoga,6/9/2016,8.0,Tomato,400,600,500
Shimoga,7/9/2016,6.0,Tomato,300,500,400
Shimoga,8/9/2016,6.0,Tomato,300,500,400
Shimoga,9/9/2016,7.0,Tomato,300,500,400
Shimoga,12/9/2016,8.0,Tomato,300,500,400
Shimoga,14/09/2016,7.0,Tomato,300,500,400
Shimoga,15/09/2016,6.0,Tomato,300,500,400
Shimoga,16/09/2016,7.0,Tomato,300,500,400
Shimoga,19/09/2016,8.0,Tomato,300,500,400
Shimoga,20/09/2016,6.0,Tomato,300,500,400
Shimoga,21/09/2016,6.0,Tomato,300,500,400
Shimoga,22/09/2016,6.0,Tomato,300,500,400
Shimoga,23/09/2016,6.0,Tomato,400,600,500
Shimoga,26/09/2016,8.0,Tomato,600,800,700
Shimoga,27/09/2016,6.0,Tomato,600,800,700
Shimoga,28/09/2016,7.0,Tomato,400,600,500
Shimoga,29/09/2016,6.0,Tomato,400,600,500
Srinivasapur,1/9/2016,32.0,Tomato,280,800,540
Srinivasapur,2/9/2016,33.0,Tomato,265,765,515
Srinivasapur,3/9/2016,35.0,Tomato,265,800,535
Srinivasapur,4/9/2016,37.0,Tomato,265,935,600
Srinivasapur,5/9/2016,23.0,Tomato,265,1200,735
Srinivasapur,6/9/2016,11.0,Tomato,400,1335,870
Srinivasapur,7/9/2016,24.0,Tomato,265,1000,635
Srinivasapur,8/9/2016,24.0,Tomato,265,935,600
Srinivasapur,9/9/2016,26.0,Tomato,300,1000,650
Srinivasapur,10/9/2016,25.0,Tomato,265,865,565
Srinivasapur,11/9/2016,24.0,Tomato,300,865,585
Srinivasapur,12/9/2016,27.0,Tomato,300,1100,700
Srinivasapur,13/09/2016,23.0,Tomato,265,935,600
Srinivasapur,14/09/2016,25.0,Tomato,300,1000,650
Srinivasapur,15/09/2016,25.0,Tomato,265,935,600
Srinivasapur,16/09/2016,26.0,Tomato,265,1065,665
Srinivasapur,17/09/2016,24.0,Tomato,265,1000,635
Srinivasapur,18/09/2016,22.0,Tomato,265,1135,700
Srinivasapur,19/09/2016,24.0,Tomato,265,1265,765
Srinivasapur,20/09/2016,26.0,Tomato,300,1200,750
Srinivasapur,21/09/2016,23.0,Tomato,265,1200,735
Srinivasapur,22/09/2016,27.0,Tomato,300,1100,700
Srinivasapur,23/09/2016,25.0,Tomato,300,1000,650
Srinivasapur,24/09/2016,25.0,Tomato,265,1135,700
Srinivasapur,25/09/2016,25.0,Tomato,240,980,610
Srinivasapur,26/09/2016,25.0,Tomato,240,980,610
Srinivasapur,27/09/2016,20.0,Tomato,335,1200,770
Srinivasapur,28/09/2016,21.0,Tomato,300,1200,750
Srinivasapur,29/09/2016,18.0,Tomato,335,1335,835
Srinivasapur,30/09/2016,16.0,Tomato,400,1600,1000
Udupi,7/9/2016,9.0,Tomato,600,800,700
Udupi,14/09/2016,10.0,Tomato,600,800,700
Udupi,21/09/2016,9.0,Tomato,600,800,700
Udupi,28/09/2016,9.0,Tomato,800,1000,900
Bagepalli,1/10/2016,22.0,Tomato,420,1080,840
Bagepalli,3/10/2016,21.0,Tomato,410,1240,840
Bagepalli,4/10/2016,25.0,Tomato,410,1280,850
Bagepalli,5/10/2016,21.0,Tomato,550,1650,1050
Bagepalli,11/10/2016,24.0,Tomato,320,950,740
Bagepalli,12/10/2016,19.0,Tomato,320,920,740
Bagepalli,28/10/2016,65.0,Tomato,125,320,280
Bangarpet,3/10/2016,1.0,Tomato,500,1500,1200
Bangarpet,8/10/2016,19.0,Tomato,300,1100,900
Bangarpet,10/10/2016,1.0,Tomato,350,1200,1050
Bangarpet,12/10/2016,1.0,Tomato,200,1200,800
Bangarpet,18/10/2016,1.0,Tomato,250,700,620
Bangarpet,19/10/2016,1.0,Tomato,300,1000,720
Bangarpet,21/10/2016,1.0,Tomato,250,1200,850
Bangarpet,22/10/2016,1.0,Tomato,300,1300,1000
"Binny Mill (F&V), Bangalore",1/10/2016,49.0,Tomato,1000,1400,1200
"Binny Mill (F&V), Bangalore",3/10/2016,56.0,Tomato,1200,1500,1300
"Binny Mill (F&V), Bangalore",4/10/2016,56.0,Tomato,1200,1500,1300
"Binny Mill (F&V), Bangalore",5/10/2016,52.0,Tomato,1000,1200,1100
"Binny Mill (F&V), Bangalore",6/10/2016,50.0,Tomato,800,1200,1000
"Binny Mill (F&V), Bangalore",7/10/2016,43.0,Tomato,800,1200,1000
"Binny Mill (F&V), Bangalore",13/10/2016,45.0,Tomato,800,1200,1000
"Binny Mill (F&V), Bangalore",14/10/2016,44.0,Tomato,800,1300,1100
"Binny Mill (F&V), Bangalore",17/10/2016,52.0,Tomato,700,1000,800
"Binny Mill (F&V), Bangalore",18/10/2016,52.0,Tomato,800,1200,1000
"Binny Mill (F&V), Bangalore",19/10/2016,49.0,Tomato,800,1200,1000
"Binny Mill (F&V), Bangalore",20/10/2016,54.0,Tomato,1000,1300,1100
"Binny Mill (F&V), Bangalore",21/10/2016,57.0,Tomato,800,1200,1000
"Binny Mill (F&V), Bangalore",22/10/2016,53.0,Tomato,800,1200,1100
"Binny Mill (F&V), Bangalore",24/10/2016,47.0,Tomato,700,1000,800
"Binny Mill (F&V), Bangalore",25/10/2016,53.0,Tomato,600,800,700
"Binny Mill (F&V), Bangalore",26/10/2016,54.0,Tomato,500,700,600
"Binny Mill (F&V), Bangalore",27/10/2016,48.0,Tomato,500,600,550
"Binny Mill (F&V), Bangalore",28/10/2016,55.0,Tomato,500,600,550
Channapatana,1/10/2016,1.0,Tomato,2000,2600,2300
Channapatana,3/10/2016,1.0,Tomato,1600,2000,1800
Channapatana,4/10/2016,2.0,Tomato,1400,1800,1600
Channapatana,5/10/2016,1.0,Tomato,2000,3000,2500
Channapatana,6/10/2016,2.0,Tomato,1800,2000,1900
Channapatana,7/10/2016,1.0,Tomato,1500,1800,1650
Channapatana,8/10/2016,1.0,Tomato,1200,2000,1500
Channapatana,13/10/2016,1.0,Tomato,800,1000,900
Channapatana,14/10/2016,2.0,Tomato,800,1000,900
